date,symbol,close,tradecount
8/30/21,1INCHBUSD,3.017,8595
8/29/21,1INCHBUSD,3.156,6986
8/28/21,1INCHBUSD,3.284,12902
8/27/21,1INCHBUSD,3.215,16057
8/26/21,1INCHBUSD,2.917,11461
8/25/21,1INCHBUSD,3.1791,11016
8/24/21,1INCHBUSD,3.0667,14395
8/23/21,1INCHBUSD,3.41,8527
8/22/21,1INCHBUSD,3.3878,8659
8/21/21,1INCHBUSD,3.3682,11646
8/20/21,1INCHBUSD,3.4494,15064
8/19/21,1INCHBUSD,3.4266,21027
8/18/21,1INCHBUSD,3.1176,17971
8/17/21,1INCHBUSD,3.0822,24682
8/16/21,1INCHBUSD,3.0364,16871
8/15/21,1INCHBUSD,3.0463,8664
8/14/21,1INCHBUSD,3.0587,9875
8/13/21,1INCHBUSD,3.0711,9666
8/12/21,1INCHBUSD,2.8032,12782
8/11/21,1INCHBUSD,2.9362,16258
8/10/21,1INCHBUSD,2.7969,12044
8/9/21,1INCHBUSD,2.7574,16421
8/8/21,1INCHBUSD,2.4919,10446
8/7/21,1INCHBUSD,2.7071,15444
8/6/21,1INCHBUSD,2.513,10378
8/5/21,1INCHBUSD,2.4198,12318
8/4/21,1INCHBUSD,2.3473,8893
8/3/21,1INCHBUSD,2.2227,6647
8/2/21,1INCHBUSD,2.3053,8423
8/1/21,1INCHBUSD,2.3184,12197
7/31/21,1INCHBUSD,2.376,13895
7/30/21,1INCHBUSD,2.3073,10315
7/29/21,1INCHBUSD,2.2436,7002
7/28/21,1INCHBUSD,2.1879,7099
7/27/21,1INCHBUSD,2.2186,10283
7/26/21,1INCHBUSD,2.1401,21529
7/25/21,1INCHBUSD,2.0479,10632
7/24/21,1INCHBUSD,2.0426,10608
